,Unnamed: 0,epoch,timestamp,location-long,location-lat,height-above-ellipsoid,height-above-msl
0,0,1329184844,2012-02-14 02:00:44,36.701858,3.985513,670.0,670.0
1,1,1329185110,2012-02-14 02:05:10,36.70185,3.985472,667.9,667.9
2,2,1329185412,2012-02-14 02:10:12,36.701815,3.985495,668.8,668.8
3,3,1329185711,2012-02-14 02:15:11,36.701855,3.985515,666.7,666.7
4,4,1329186010,2012-02-14 02:20:10,36.701822,3.985484,667.6,667.6
5,5,1329186312,2012-02-14 02:25:12,36.70184,3.985496,670.1,670.1
6,6,1329186611,2012-02-14 02:30:11,36.701825,3.98547,661.2,661.2
7,7,1329186910,2012-02-14 02:35:10,36.701819,3.985486,660.4,660.4
8,8,1329187212,2012-02-14 02:40:12,36.701837,3.98548,671.5,671.5
9,9,1329187510,2012-02-14 02:45:10,36.701839,3.985476,667.6,667.6
10,10,1329187811,2012-02-14 02:50:11,36.701852,3.985494,671.9,671.9
11,11,1329188110,2012-02-14 02:55:10,36.701808,3.985497,666.9,666.9
12,12,1329188411,2012-02-14 03:00:11,36.701855,3.985496,664.3,664.3
13,13,1329188712,2012-02-14 03:05:12,36.701836,3.985473,667.9,667.9
14,14,1329189011,2012-02-14 03:10:11,36.701838,3.985482,669.7,669.7
15,15,1329189310,2012-02-14 03:15:10,36.701834,3.985511,661.0,661.0
16,16,1329189610,2012-02-14 03:20:10,36.701842,3.985529,670.9,670.9
17,17,1329189910,2012-02-14 03:25:10,36.701751,3.985478,646.1,646.1
18,18,1329190212,2012-02-14 03:30:12,36.701808,3.985532,668.1,668.1
19,19,1329190511,2012-02-14 03:35:11,36.703101,3.970574,657.0,657.0
20,20,1329190812,2012-02-14 03:40:12,36.704966,3.963166,642.2,642.2
21,21,1329191110,2012-02-14 03:45:10,36.705714,3.960221,640.3,640.3
22,22,1329191411,2012-02-14 03:50:11,36.705785,3.95939,644.0,644.0
23,23,1329191710,2012-02-14 03:55:10,36.705846,3.958731,647.7,647.7
24,24,1329192010,2012-02-14 04:00:10,36.705715,3.958089,635.7,635.7
25,25,1329192311,2012-02-14 04:05:11,36.705683,3.957569,645.3,645.3
26,26,1329192610,2012-02-14 04:10:10,36.705762,3.957176,645.2,645.2
27,27,1329192910,2012-02-14 04:15:10,36.70563,3.956692,646.9,646.9
28,28,1329193211,2012-02-14 04:20:11,36.705567,3.956572,645.2,645.2
29,29,1329193511,2012-02-14 04:25:11,36.705456,3.956394,644.3,644.3
30,30,1329193810,2012-02-14 04:30:10,36.705447,3.956165,644.1,644.1
31,31,1329194110,2012-02-14 04:35:10,36.705467,3.955908,642.7,642.7
32,32,1329194410,2012-02-14 04:40:10,36.705351,3.955787,648.7,648.7
33,33,1329194709,2012-02-14 04:45:09,36.705191,3.955426,649.6,649.6
34,34,1329195009,2012-02-14 04:50:09,36.705191,3.955261,652.3,652.3
35,35,1329195309,2012-02-14 04:55:09,36.705306,3.955038,651.3,651.3
36,36,1329195609,2012-02-14 05:00:09,36.705409,3.954778,652.6,652.6
37,37,1329195909,2012-02-14 05:05:09,36.705407,3.954698,672.0,672.0
38,38,1329196210,2012-02-14 05:10:10,36.705835,3.954345,652.3,652.3
39,39,1329196510,2012-02-14 05:15:10,36.705773,3.954026,652.7,652.7
40,40,1329196810,2012-02-14 05:20:10,36.705883,3.953906,653.4,653.4
41,41,1329197108,2012-02-14 05:25:08,36.705955,3.953657,653.3,653.3
42,42,1329197408,2012-02-14 05:30:08,36.706139,3.953387,652.1,652.1
43,43,1329197708,2012-02-14 05:35:08,36.706216,3.953028,656.0,656.0
44,44,1329198010,2012-02-14 05:40:10,36.706111,3.952361,666.6,666.6
45,45,1329198311,2012-02-14 05:45:11,36.706363,3.951856,638.2,638.2
46,46,1329198610,2012-02-14 05:50:10,36.706424,3.951556,658.4,658.4
47,47,1329198914,2012-02-14 05:55:14,36.706433,3.951483,652.9,652.9
48,48,1329199240,2012-02-14 06:00:40,36.706495,3.951147,653.1,653.1
49,49,1329199508,2012-02-14 06:05:08,36.706397,3.950771,652.0,652.0
50,50,1329199810,2012-02-14 06:10:10,36.706342,3.950357,657.2,657.2
51,51,1329200109,2012-02-14 06:15:09,36.706279,3.95029,654.7,654.7
52,52,1329200409,2012-02-14 06:20:09,36.706248,3.950237,657.4,657.4
53,53,1329200709,2012-02-14 06:25:09,36.70609,3.950001,654.8,654.8
54,54,1329201009,2012-02-14 06:30:09,36.706187,3.949762,652.7,652.7
55,55,1329201307,2012-02-14 06:35:07,36.706328,3.9493,653.1,653.1
56,56,1329201607,2012-02-14 06:40:07,36.706383,3.949193,653.6,653.6
57,57,1329201911,2012-02-14 06:45:11,36.706301,3.949222,646.8,646.8
58,58,1329202208,2012-02-14 06:50:08,36.706214,3.949079,653.0,653.0
59,59,1329202507,2012-02-14 06:55:07,36.706291,3.949175,649.5,649.5
60,60,1329202809,2012-02-14 07:00:09,36.706288,3.949215,650.7,650.7
61,61,1329203108,2012-02-14 07:05:08,36.706221,3.949386,658.5,658.5
62,62,1329203408,2012-02-14 07:10:08,36.706133,3.949264,651.6,651.6
63,63,1329203708,2012-02-14 07:15:08,36.706181,3.949153,652.6,652.6
64,64,1329204008,2012-02-14 07:20:08,36.706467,3.949019,651.9,651.9
65,65,1329204312,2012-02-14 07:25:12,36.706826,3.949172,648.3,648.3
66,66,1329204608,2012-02-14 07:30:08,36.706573,3.949392,648.4,648.4
67,67,1329204909,2012-02-14 07:35:09,36.706644,3.949416,650.9,650.9
68,68,1329205206,2012-02-14 07:40:06,36.706558,3.949285,651.3,651.3
69,69,1329205507,2012-02-14 07:45:07,36.706503,3.949142,652.0,652.0
70,70,1329205806,2012-02-14 07:50:06,36.70646,3.949064,647.8,647.8
71,71,1329206109,2012-02-14 07:55:09,36.706539,3.949149,652.2,652.2
72,72,1329206409,2012-02-14 08:00:09,36.706647,3.949167,649.6,649.6
73,73,1329206711,2012-02-14 08:05:11,36.706536,3.949235,649.3,649.3
74,74,1329207008,2012-02-14 08:10:08,36.70651,3.949173,655.1,655.1
75,75,1329207306,2012-02-14 08:15:06,36.706512,3.949124,650.2,650.2
76,76,1329207609,2012-02-14 08:20:09,36.706571,3.948902,654.5,654.5
77,77,1329207910,2012-02-14 08:25:10,36.70648,3.948677,650.2,650.2
78,78,1329208209,2012-02-14 08:30:09,36.706649,3.948691,653.4,653.4
79,79,1329208508,2012-02-14 08:35:08,36.706568,3.948844,652.9,652.9
80,80,1329208808,2012-02-14 08:40:08,36.706708,3.948941,651.6,651.6
81,81,1329209110,2012-02-14 08:45:10,36.70643,3.94898,652.0,652.0
82,82,1329209408,2012-02-14 08:50:08,36.706462,3.948756,651.8,651.8
83,83,1329209707,2012-02-14 08:55:07,36.706409,3.948403,653.4,653.4
84,84,1329210009,2012-02-14 09:00:09,36.70653,3.947888,653.4,653.4
85,85,1329210311,2012-02-14 09:05:11,36.706538,3.948007,652.6,652.6
86,86,1329210609,2012-02-14 09:10:09,36.706406,3.948198,653.9,653.9
87,87,1329210905,2012-02-14 09:15:05,36.706273,3.947962,653.6,653.6
88,88,1329211211,2012-02-14 09:20:11,36.70619,3.947712,656.2,656.2
89,89,1329211508,2012-02-14 09:25:08,36.705836,3.947558,662.5,662.5
90,90,1329211811,2012-02-14 09:30:11,36.705813,3.947251,662.0,662.0
91,91,1329212110,2012-02-14 09:35:10,36.705934,3.947009,662.2,662.2
92,92,1329212415,2012-02-14 09:40:15,36.706255,3.946694,656.8,656.8
93,93,1329212712,2012-02-14 09:45:12,36.706384,3.94668,653.8,653.8
94,94,1329213010,2012-02-14 09:50:10,36.706279,3.947204,648.0,648.0
95,95,1329213646,2012-02-14 10:00:46,36.705789,3.946791,657.0,657.0
96,96,1329213912,2012-02-14 10:05:12,36.685504,3.939998,814.9,814.9
97,97,1329214216,2012-02-14 10:10:16,36.671633,3.942244,1344.0,1344.0
98,98,1329214818,2012-02-14 10:20:18,36.672666,3.889027,2067.3,2067.3
99,99,1329215233,2012-02-14 10:27:13,36.695717,3.863815,1852.4,1852.4
100,100,1329215408,2012-02-14 10:30:08,36.700453,3.847647,1985.9,1985.9
101,101,1329215713,2012-02-14 10:35:13,36.718581,3.821754,1810.2,1810.2
102,102,1329216023,2012-02-14 10:40:23,36.732678,3.792733,1785.4,1785.4
103,103,1329216311,2012-02-14 10:45:11,36.746389,3.766839,1738.6,1738.6
104,104,1329216610,2012-02-14 10:50:10,36.759708,3.736362,1164.4,1164.4
105,105,1329217211,2012-02-14 11:00:11,36.783327,3.72112,594.1,594.1
106,106,1329217510,2012-02-14 11:05:10,36.78335,3.721127,593.7,593.7
107,107,1329217832,2012-02-14 11:10:32,36.783329,3.721117,597.9,597.9
108,108,1329218112,2012-02-14 11:15:12,36.783319,3.721117,592.8,592.8
109,109,1329218521,2012-02-14 11:22:01,36.783348,3.721101,602.4,602.4
110,110,1329218827,2012-02-14 11:27:07,36.78336,3.721085,602.7,602.7
111,111,1329219145,2012-02-14 11:32:25,36.783363,3.72111,602.0,602.0
112,112,1329219305,2012-02-14 11:35:05,36.783349,3.721123,596.0,596.0
113,113,1329219927,2012-02-14 11:45:27,36.783345,3.721114,597.7,597.7
114,114,1329220514,2012-02-14 11:55:14,36.784493,3.725936,615.1,615.1
115,115,1329221121,2012-02-14 12:05:21,36.780513,3.760018,2464.3,2464.3
116,116,1329221547,2012-02-14 12:12:27,36.810342,3.803409,3086.1,3086.1
117,117,1329221710,2012-02-14 12:15:10,36.826759,3.821253,3093.1,3093.1
118,118,1329222007,2012-02-14 12:20:07,36.85907,3.850234,3063.8,3063.8
119,119,1329222312,2012-02-14 12:25:12,36.890804,3.873983,2257.2,2257.2
120,120,1329222616,2012-02-14 12:30:16,36.910726,3.894046,2778.1,2778.1
121,121,1329222910,2012-02-14 12:35:10,36.930426,3.903222,2946.1,2946.1
122,122,1329223208,2012-02-14 12:40:08,36.954672,3.923812,2396.6,2396.6
123,123,1329223521,2012-02-14 12:45:21,36.968465,3.938037,3067.0,3067.0
124,124,1329223811,2012-02-14 12:50:11,37.002425,3.957072,2641.7,2641.7
125,125,1329224114,2012-02-14 12:55:14,37.031753,3.977605,2642.7,2642.7
126,126,1329224411,2012-02-14 13:00:11,37.063143,4.002143,2682.7,2682.7
127,127,1329224713,2012-02-14 13:05:13,37.097671,4.01228,2193.6,2193.6
128,128,1329225013,2012-02-14 13:10:13,37.131674,4.000576,1560.2,1560.2
129,129,1329225310,2012-02-14 13:15:10,37.145767,4.006328,1755.7,1755.7
130,130,1329225610,2012-02-14 13:20:10,37.178267,3.986893,1378.0,1378.0
131,131,1329225908,2012-02-14 13:25:08,37.188819,3.984113,1892.5,1892.5
132,132,1329226215,2012-02-14 13:30:15,37.206705,3.965,2887.0,2887.0
133,133,1329226514,2012-02-14 13:35:14,37.169232,3.998642,2072.7,2072.7
134,134,1329226811,2012-02-14 13:40:11,37.161652,4.00695,1346.3,1346.3
135,135,1329227408,2012-02-14 13:50:08,37.167561,4.006756,863.9,863.9
136,136,1329228052,2012-02-14 14:00:52,37.175702,4.00127,677.3,677.3
137,137,1329228627,2012-02-14 14:10:27,37.175582,4.001026,677.7,677.7
138,138,1329229208,2012-02-14 14:20:08,37.175589,4.00103,676.2,676.2
139,139,1329229820,2012-02-14 14:30:20,37.175011,4.00107,675.1,675.1
140,140,1329230417,2012-02-14 14:40:17,37.174901,4.001247,676.7,676.7
141,141,1329231021,2012-02-14 14:50:21,37.174955,4.001691,673.4,673.4
142,142,1329231621,2012-02-14 15:00:21,37.174885,4.002113,672.1,672.1
143,143,1329231915,2012-02-14 15:05:15,37.174948,4.002169,674.0,674.0
144,144,1329232217,2012-02-14 15:10:17,37.174873,4.002406,670.9,670.9
145,145,1329232812,2012-02-14 15:20:12,37.174644,4.002125,668.2,668.2
146,146,1329233420,2012-02-14 15:30:20,37.172285,4.009872,671.2,671.2
147,147,1329234011,2012-02-14 15:40:11,37.172047,4.009744,664.8,664.8
148,148,1329234316,2012-02-14 15:45:16,37.172288,4.009579,671.3,671.3
149,149,1329234614,2012-02-14 15:50:14,37.17259,4.009785,673.8,673.8
150,150,1329234912,2012-02-14 15:55:12,37.172244,4.010262,673.9,673.9
151,151,1329235212,2012-02-14 16:00:12,37.172011,4.009844,672.8,672.8
152,152,1329235512,2012-02-14 16:05:12,37.172117,4.014568,679.6,679.6
153,153,1329235811,2012-02-14 16:10:11,37.172121,4.014572,681.7,681.7
154,154,1329236111,2012-02-14 16:15:11,37.172136,4.014568,685.0,685.0
155,155,1329236411,2012-02-14 16:20:11,37.17214,4.014564,684.4,684.4
156,156,1329236711,2012-02-14 16:25:11,37.17212,4.014567,682.7,682.7
157,157,1329237011,2012-02-14 16:30:11,37.172131,4.014559,683.9,683.9
158,158,1329237311,2012-02-14 16:35:11,37.172126,4.01457,683.1,683.1
159,159,1329237612,2012-02-14 16:40:12,37.172123,4.014568,684.1,684.1
160,160,1329237912,2012-02-14 16:45:12,37.172133,4.014566,683.8,683.8
161,161,1329238212,2012-02-14 16:50:12,37.172124,4.014564,686.9,686.9
162,162,1329238512,2012-02-14 16:55:12,37.172123,4.014574,683.2,683.2
163,163,1329238812,2012-02-14 17:00:12,37.17215,4.014553,686.0,686.0
164,164,1329239112,2012-02-14 17:05:12,37.172137,4.014562,683.8,683.8
165,165,1329239411,2012-02-14 17:10:11,37.172145,4.014559,685.9,685.9
166,166,1329239713,2012-02-14 17:15:13,37.172142,4.01455,689.3,689.3
167,167,1329240012,2012-02-14 17:20:12,37.172152,4.014552,689.3,689.3
168,168,1329240311,2012-02-14 17:25:11,37.172138,4.014555,686.9,686.9
169,169,1329240612,2012-02-14 17:30:12,37.172134,4.014582,696.1,696.1
170,170,1329240911,2012-02-14 17:35:11,37.172137,4.014566,691.7,691.7
171,171,1329241211,2012-02-14 17:40:11,37.172132,4.014565,691.7,691.7
172,172,1329241512,2012-02-14 17:45:12,37.172129,4.014561,690.6,690.6
173,173,1329241811,2012-02-14 17:50:11,37.172168,4.014492,698.3,698.3
174,174,1329242111,2012-02-14 17:55:11,37.17216,4.014561,694.9,694.9
175,175,1329242446,2012-02-14 18:00:46,37.172102,4.01458,690.3,690.3
176,176,1329242710,2012-02-14 18:05:10,37.172091,4.01458,688.6,688.6
177,177,1329243011,2012-02-14 18:10:11,37.172142,4.014576,689.0,689.0
178,178,1329243311,2012-02-14 18:15:11,37.172195,4.014568,696.5,696.5
179,179,1329243611,2012-02-14 18:20:11,37.172115,4.01457,688.6,688.6
180,180,1329243911,2012-02-14 18:25:11,37.172092,4.014566,687.0,687.0
181,181,1329244210,2012-02-14 18:30:10,37.172112,4.014561,687.8,687.8
182,182,1329244512,2012-02-14 18:35:12,37.172069,4.01457,688.8,688.8
183,183,1329244812,2012-02-14 18:40:12,37.172127,4.014558,695.4,695.4
184,184,1329245111,2012-02-14 18:45:11,37.172109,4.014565,689.5,689.5
185,185,1329245410,2012-02-14 18:50:10,37.172086,4.014575,687.4,687.4
186,186,1329245711,2012-02-14 18:55:11,37.172092,4.014588,689.5,689.5
187,187,1329246012,2012-02-14 19:00:12,37.172094,4.014582,688.6,688.6
188,188,1329271256,2012-02-15 02:00:56,37.172072,4.01454,680.6,680.6
189,189,1329271509,2012-02-15 02:05:09,37.172085,4.014526,677.8,677.8
190,190,1329271811,2012-02-15 02:10:11,37.172073,4.014538,680.1,680.1
191,191,1329272111,2012-02-15 02:15:11,37.172081,4.014538,678.8,678.8
192,192,1329272411,2012-02-15 02:20:11,37.17207,4.014545,678.0,678.0
193,193,1329272711,2012-02-15 02:25:11,37.172088,4.014551,677.1,677.1
194,194,1329273010,2012-02-15 02:30:10,37.172049,4.014535,677.7,677.7
195,195,1329273311,2012-02-15 02:35:11,37.172076,4.014536,680.4,680.4
196,196,1329273610,2012-02-15 02:40:10,37.172121,4.014569,679.3,679.3
197,197,1329273910,2012-02-15 02:45:10,37.172073,4.014539,681.8,681.8
198,198,1329274211,2012-02-15 02:50:11,37.172067,4.014549,677.3,677.3
199,199,1329274510,2012-02-15 02:55:10,37.172071,4.014541,679.1,679.1
200,200,1329274810,2012-02-15 03:00:10,37.172075,4.014536,681.7,681.7
201,201,1329275110,2012-02-15 03:05:10,37.172073,4.014542,680.8,680.8
202,202,1329275411,2012-02-15 03:10:11,37.172077,4.014539,679.3,679.3
203,203,1329275711,2012-02-15 03:15:11,37.172081,4.014537,678.2,678.2
204,204,1329276010,2012-02-15 03:20:10,37.172064,4.014547,676.8,676.8
205,205,1329276310,2012-02-15 03:25:10,37.172091,4.014546,678.6,678.6
206,206,1329276611,2012-02-15 03:30:11,37.172063,4.014546,677.7,677.7
207,207,1329276911,2012-02-15 03:35:11,37.170762,4.011532,672.2,672.2
208,208,1329277211,2012-02-15 03:40:11,37.170135,4.011229,670.0,670.0
209,209,1329277511,2012-02-15 03:45:11,37.16907,4.010951,671.0,671.0
210,210,1329277810,2012-02-15 03:50:10,37.168438,4.010196,671.4,671.4
211,211,1329278111,2012-02-15 03:55:11,37.167978,4.010735,667.9,667.9
212,212,1329278411,2012-02-15 04:00:11,37.167053,4.010692,671.4,671.4
213,213,1329278711,2012-02-15 04:05:11,37.1633,4.008575,670.7,670.7
214,214,1329279012,2012-02-15 04:10:12,37.162512,4.008434,671.7,671.7
215,215,1329279311,2012-02-15 04:15:11,37.162105,4.008327,669.6,669.6
216,216,1329279611,2012-02-15 04:20:11,37.161862,4.008268,671.2,671.2
217,217,1329279910,2012-02-15 04:25:10,37.161339,4.00793,669.7,669.7
218,218,1329280211,2012-02-15 04:30:11,37.161173,4.008085,674.2,674.2
219,219,1329280510,2012-02-15 04:35:10,37.160299,4.008031,673.4,673.4
220,220,1329280810,2012-02-15 04:40:10,37.159744,4.007608,672.5,672.5
221,221,1329281110,2012-02-15 04:45:10,37.159793,4.007643,671.7,671.7
222,222,1329281410,2012-02-15 04:50:10,37.159078,4.00769,673.6,673.6
223,223,1329281710,2012-02-15 04:55:10,37.159796,4.007326,671.4,671.4
224,224,1329282011,2012-02-15 05:00:11,37.160662,4.007064,673.2,673.2
225,225,1329282310,2012-02-15 05:05:10,37.161475,4.007047,677.5,677.5
226,226,1329282609,2012-02-15 05:10:09,37.162474,4.007017,673.9,673.9
227,227,1329282910,2012-02-15 05:15:10,37.162271,4.007755,673.2,673.2
228,228,1329283210,2012-02-15 05:20:10,37.161884,4.008407,675.8,675.8
229,229,1329283510,2012-02-15 05:25:10,37.161416,4.008689,675.5,675.5
230,230,1329283809,2012-02-15 05:30:09,37.161315,4.009189,674.5,674.5
231,231,1329284116,2012-02-15 05:35:16,37.160758,4.009822,672.8,672.8
232,232,1329284409,2012-02-15 05:40:09,37.160646,4.010501,674.8,674.8
233,233,1329284710,2012-02-15 05:45:10,37.161247,4.010239,675.3,675.3
234,234,1329285010,2012-02-15 05:50:10,37.161547,4.0097,676.3,676.3
235,235,1329285310,2012-02-15 05:55:10,37.161945,4.008977,672.3,672.3
236,236,1329285640,2012-02-15 06:00:40,37.161919,4.008007,676.0,676.0
237,237,1329285910,2012-02-15 06:05:10,37.162093,4.007376,677.8,677.8
238,238,1329286209,2012-02-15 06:10:09,37.16159,4.007561,676.5,676.5
239,239,1329286507,2012-02-15 06:15:07,37.161435,4.007623,677.4,677.4
240,240,1329286810,2012-02-15 06:20:10,37.161891,4.007711,664.1,664.1
241,241,1329287110,2012-02-15 06:25:10,37.162222,4.0077,679.9,679.9
242,242,1329287407,2012-02-15 06:30:07,37.162283,4.008295,679.1,679.1
243,243,1329287710,2012-02-15 06:35:10,37.162616,4.008126,680.2,680.2
244,244,1329288009,2012-02-15 06:40:09,37.163155,4.008016,677.0,677.0
245,245,1329288308,2012-02-15 06:45:08,37.163158,4.007425,689.0,689.0
246,246,1329288610,2012-02-15 06:50:10,37.163264,4.007102,686.2,686.2
247,247,1329288909,2012-02-15 06:55:09,37.163186,4.007574,689.5,689.5
248,248,1329289210,2012-02-15 07:00:10,37.163156,4.008103,696.0,696.0
249,249,1329289506,2012-02-15 07:05:06,37.162528,4.008134,682.2,682.2
250,250,1329289807,2012-02-15 07:10:07,37.161945,4.007984,675.5,675.5
251,251,1329290109,2012-02-15 07:15:09,37.161776,4.007464,683.8,683.8
252,252,1329290409,2012-02-15 07:20:09,37.161594,4.006778,690.7,690.7
253,253,1329290708,2012-02-15 07:25:08,37.161755,4.00651,708.8,708.8
254,254,1329291012,2012-02-15 07:30:12,37.161694,4.006037,684.4,684.4
255,255,1329291309,2012-02-15 07:35:09,37.161595,4.005523,699.2,699.2
256,256,1329291608,2012-02-15 07:40:08,37.161594,4.005055,690.7,690.7
257,257,1329291907,2012-02-15 07:45:07,37.161536,4.005179,676.3,676.3
258,258,1329292312,2012-02-15 07:51:52,37.153528,4.014312,693.3,693.3
259,259,1329292569,2012-02-15 07:56:09,37.152108,4.014944,673.1,673.1
260,260,1329292805,2012-02-15 08:00:05,37.152657,4.014475,678.8,678.8
261,261,1329293212,2012-02-15 08:06:52,37.153368,4.014242,677.6,677.6
262,262,1329293823,2012-02-15 08:17:03,37.154258,4.013563,673.4,673.4
263,263,1329294127,2012-02-15 08:22:07,37.15422,4.01384,677.5,677.5
264,264,1329294308,2012-02-15 08:25:08,37.154554,4.013823,675.6,675.6
265,265,1329294624,2012-02-15 08:30:24,37.154601,4.01429,673.7,673.7
266,266,1329294911,2012-02-15 08:35:11,37.154671,4.014592,678.8,678.8
267,267,1329295212,2012-02-15 08:40:12,37.154603,4.014268,677.1,677.1
268,268,1329295810,2012-02-15 08:50:10,37.154344,4.013341,674.1,674.1
269,269,1329296108,2012-02-15 08:55:08,37.153952,4.013122,671.6,671.6
270,270,1329296410,2012-02-15 09:00:10,37.153718,4.012775,672.5,672.5
271,271,1329296713,2012-02-15 09:05:13,37.153738,4.012882,675.1,675.1
272,272,1329297005,2012-02-15 09:10:05,37.153542,4.012263,671.3,671.3
273,273,1329297613,2012-02-15 09:20:13,37.151811,4.014,760.4,760.4
274,274,1329297917,2012-02-15 09:25:17,37.139769,4.019185,1367.5,1367.5
275,275,1329298211,2012-02-15 09:30:11,37.118929,4.026701,2635.0,2635.0
276,276,1329298515,2012-02-15 09:35:15,37.113834,3.978779,2776.1,2776.1
277,277,1329298814,2012-02-15 09:40:14,37.121332,3.936688,2381.4,2381.4
278,278,1329299108,2012-02-15 09:45:08,37.119567,3.92093,3054.3,3054.3
279,279,1329299407,2012-02-15 09:50:07,37.114331,3.87724,2462.5,2462.5
280,280,1329299715,2012-02-15 09:55:15,37.078807,3.853772,2025.0,2025.0
281,281,1329300046,2012-02-15 10:00:46,37.048597,3.825693,2328.4,2328.4
282,282,1329300311,2012-02-15 10:05:11,37.008272,3.806696,2407.0,2407.0
283,283,1329300610,2012-02-15 10:10:10,36.952862,3.784977,1992.6,1992.6
284,284,1329300913,2012-02-15 10:15:13,36.894739,3.76066,1518.8,1518.8
285,285,1329301211,2012-02-15 10:20:11,36.846946,3.740539,1303.3,1303.3
286,286,1329301509,2012-02-15 10:25:09,36.793907,3.734505,1311.8,1311.8
287,287,1329301808,2012-02-15 10:30:08,36.783137,3.721869,606.0,606.0
288,288,1329302408,2012-02-15 10:40:08,36.781901,3.722624,996.3,996.3
289,289,1329302716,2012-02-15 10:45:16,36.782699,3.72209,658.8,658.8
290,290,1329303311,2012-02-15 10:55:11,36.782885,3.721411,602.0,602.0
291,291,1329303918,2012-02-15 11:05:18,36.782917,3.721392,597.2,597.2
292,292,1329304327,2012-02-15 11:12:07,36.782884,3.721324,603.0,603.0
293,293,1329304507,2012-02-15 11:15:07,36.782905,3.721385,597.2,597.2
294,294,1329304921,2012-02-15 11:22:01,36.78289,3.721382,598.9,598.9
295,295,1329305140,2012-02-15 11:25:40,36.782901,3.721436,600.1,600.1
296,296,1329305406,2012-02-15 11:30:06,36.782895,3.721424,590.1,590.1
297,297,1329306011,2012-02-15 11:40:11,36.773775,3.718004,735.4,735.4
298,298,1329306620,2012-02-15 11:50:20,36.781067,3.758207,1198.2,1198.2
299,299,1329306952,2012-02-15 11:55:52,36.778452,3.765454,2284.4,2284.4
300,300,1329307518,2012-02-15 12:05:18,36.816055,3.830775,1631.3,1631.3
301,301,1329307811,2012-02-15 12:10:11,36.830159,3.843529,1732.6,1732.6
302,302,1329308111,2012-02-15 12:15:11,36.858382,3.856493,1034.2,1034.2
303,303,1329308407,2012-02-15 12:20:07,36.874613,3.865127,1319.5,1319.5
304,304,1329308712,2012-02-15 12:25:12,36.877058,3.859547,1586.4,1586.4
305,305,1329309011,2012-02-15 12:30:11,36.891699,3.876244,1765.0,1765.0
306,306,1329309312,2012-02-15 12:35:12,36.890865,3.883748,2658.4,2658.4
307,307,1329309612,2012-02-15 12:40:12,36.917815,3.892128,2122.3,2122.3
308,308,1329309912,2012-02-15 12:45:12,36.937427,3.91111,1940.9,1940.9
309,309,1329310211,2012-02-15 12:50:11,36.939964,3.923542,2501.2,2501.2
310,310,1329310509,2012-02-15 12:55:09,36.969182,3.930275,2033.2,2033.2
311,311,1329310811,2012-02-15 13:00:11,36.972821,3.944809,3177.8,3177.8
312,312,1329311423,2012-02-15 13:10:23,37.031776,3.976412,2439.1,2439.1
313,313,1329311714,2012-02-15 13:15:14,37.060205,3.992956,2041.9,2041.9
314,314,1329312014,2012-02-15 13:20:14,37.084003,3.997586,1955.8,1955.8
315,315,1329312312,2012-02-15 13:25:12,37.1088,3.995561,1470.2,1470.2
316,316,1329312614,2012-02-15 13:30:14,37.125483,4.00435,1837.6,1837.6
317,317,1329312912,2012-02-15 13:35:12,37.13664,4.005603,1966.3,1966.3
318,318,1329313212,2012-02-15 13:40:12,37.15391,4.019836,1589.8,1589.8
319,319,1329313510,2012-02-15 13:45:10,37.167462,4.022598,1647.6,1647.6
320,320,1329313811,2012-02-15 13:50:11,37.183739,4.016107,1453.2,1453.2
321,321,1329314110,2012-02-15 13:55:10,37.185152,4.022998,2193.9,2193.9
322,322,1329314446,2012-02-15 14:00:46,37.163816,4.007471,1667.3,1667.3
323,323,1329314709,2012-02-15 14:05:09,37.162936,4.020311,1257.8,1257.8
324,324,1329315005,2012-02-15 14:10:05,37.176359,4.012525,678.1,678.1
325,325,1329315616,2012-02-15 14:20:16,37.176364,4.012531,680.4,680.4
326,326,1329316213,2012-02-15 14:30:13,37.176372,4.012509,681.1,681.1
327,327,1329316505,2012-02-15 14:35:05,37.176475,4.012552,679.5,679.5
328,328,1329316809,2012-02-15 14:40:09,37.17648,4.012539,682.7,682.7
329,329,1329317109,2012-02-15 14:45:09,37.174208,4.015529,682.2,682.2
330,330,1329317711,2012-02-15 14:55:11,37.173363,4.015546,674.7,674.7
331,331,1329318311,2012-02-15 15:05:11,37.172922,4.015018,676.4,676.4
332,332,1329318617,2012-02-15 15:10:17,37.172803,4.014645,684.4,684.4
333,333,1329318919,2012-02-15 15:15:19,37.172551,4.014312,667.0,667.0
334,334,1329319213,2012-02-15 15:20:13,37.172122,4.014014,665.3,665.3
335,335,1329319512,2012-02-15 15:25:12,37.17161,4.013578,692.6,692.6
336,336,1329319818,2012-02-15 15:30:18,37.170903,4.01343,677.3,677.3
337,337,1329320113,2012-02-15 15:35:13,37.170479,4.01318,660.7,660.7
338,338,1329320412,2012-02-15 15:40:12,37.170117,4.012989,663.6,663.6
339,339,1329320711,2012-02-15 15:45:11,37.169979,4.012448,666.5,666.5
340,340,1329321018,2012-02-15 15:50:18,37.169877,4.012081,647.3,647.3
341,341,1329321311,2012-02-15 15:55:11,37.169611,4.011495,661.1,661.1
342,342,1329321614,2012-02-15 16:00:14,37.169094,4.011297,676.1,676.1
343,343,1329321918,2012-02-15 16:05:18,37.17211,4.014569,661.3,661.3
344,344,1329322213,2012-02-15 16:10:13,37.172087,4.014499,661.0,661.0
