,cluster_label,silhouette_score,davies_bouldin_score,calinski_harabasz_score,clusters_in_window,win_eps,min_dist_between_points,min_dist_between_centroids,max_dist_in_cluster,first_timestamp,last_timestamp,win_number,cluster_size,points,Selected EPS
0,0.0,-1.0,-1.0,-1.0,1.0,200.0,inf,inf,63.358146038202264,2014-06-05 07:47:27,2014-06-05 08:32:24,0,4.0,"[[1401954447.0, 2.9240201, 51.2308207, 15.0], [1401955344.0, 2.9239915, 51.2308502, 2.0], [1401956238.0, 2.9238639, 51.2310572, 10.0], [1401957144.0, 2.9238443, 51.2313786, 11.0]]",200.0
1,0.0,-1.0,-1.0,-1.0,1.0,200.0,inf,inf,45.212103804177566,2014-06-05 09:17:52,2014-06-05 10:03:39,4,4.0,"[[1401959872.0, 2.9751856, 51.208232, 18.0], [1401960766.0, 2.9751529, 51.2082432, 4.0], [1401961663.0, 2.9752375, 51.2084499, -20.0], [1401962619.0, 2.9752088, 51.2082369, 11.0]]",200.0
2,0.0,-1.0,-1.0,-1.0,1.0,200.0,inf,inf,39.06345758683792,2014-06-05 09:32:46,2014-06-05 10:18:42,5,4.0,"[[1401960766.0, 2.9751529, 51.2082432, 4.0], [1401961663.0, 2.9752375, 51.2084499, -20.0], [1401962619.0, 2.9752088, 51.2082369, 11.0], [1401963522.0, 2.9751501, 51.20827, 1.0]]",200.0
3,0.0,-1.0,-1.0,-1.0,1.0,200.0,inf,inf,46.881258644806046,2014-06-05 09:47:43,2014-06-05 10:33:33,6,4.0,"[[1401961663.0, 2.9752375, 51.2084499, -20.0], [1401962619.0, 2.9752088, 51.2082369, 11.0], [1401963522.0, 2.9751501, 51.20827, 1.0], [1401964413.0, 2.9751716, 51.2081943, 17.0]]",200.0
4,0.0,-1.0,-1.0,-1.0,1.0,200.0,inf,inf,33.93051692069753,2014-06-05 10:18:42,2014-06-05 11:03:41,7,4.0,"[[1401963522.0, 2.9751501, 51.20827, 1.0], [1401964413.0, 2.9751716, 51.2081943, 17.0], [1401965325.0, 2.9749738, 51.2079926, 8.0], [1401966221.0, 2.9751939, 51.2079981, 16.0]]",200.0
5,0.0,-1.0,-1.0,-1.0,1.0,200.0,inf,inf,38.685584613536854,2014-06-05 10:33:33,2014-06-05 11:18:38,8,4.0,"[[1401964413.0, 2.9751716, 51.2081943, 17.0], [1401965325.0, 2.9749738, 51.2079926, 8.0], [1401966221.0, 2.9751939, 51.2079981, 16.0], [1401967118.0, 2.9753632, 51.2081724, -11.0]]",200.0
6,0.0,-1.0,-1.0,-1.0,1.0,200.0,inf,inf,40.36142504818708,2014-06-05 10:48:45,2014-06-05 11:33:37,9,4.0,"[[1401965325.0, 2.9749738, 51.2079926, 8.0], [1401966221.0, 2.9751939, 51.2079981, 16.0], [1401967118.0, 2.9753632, 51.2081724, -11.0], [1401968017.0, 2.9755338, 51.2080386, -1.0]]",200.0
7,0.0,-1.0,-1.0,-1.0,1.0,200.0,inf,inf,39.37117094400366,2014-06-05 11:18:38,2014-06-05 12:04:08,10,4.0,"[[1401967118.0, 2.9753632, 51.2081724, -11.0], [1401968017.0, 2.9755338, 51.2080386, -1.0], [1401968926.0, 2.9751084, 51.208222, 15.0], [1401969848.0, 2.9751629, 51.2082436, 9.0]]",200.0
8,0.0,-1.0,-1.0,-1.0,1.0,200.0,inf,inf,39.38498964998167,2014-06-05 11:33:37,2014-06-05 12:19:09,11,4.0,"[[1401968017.0, 2.9755338, 51.2080386, -1.0], [1401968926.0, 2.9751084, 51.208222, 15.0], [1401969848.0, 2.9751629, 51.2082436, 9.0], [1401970749.0, 2.9751168, 51.2082771, 1.0]]",200.0
9,0.0,-1.0,-1.0,-1.0,1.0,200.0,inf,inf,15.293155132605575,2014-06-05 11:48:46,2014-06-05 12:34:06,12,4.0,"[[1401968926.0, 2.9751084, 51.208222, 15.0], [1401969848.0, 2.9751629, 51.2082436, 9.0], [1401970749.0, 2.9751168, 51.2082771, 1.0], [1401971646.0, 2.9751413, 51.2082686, 3.0]]",200.0
10,0.0,0.09166772958131363,0.4444439591950259,2.07692761214364,2.0,200.0,inf,inf,9.254111350000112,2014-06-05 12:19:09,2014-06-05 12:49:00,13,3.0,"[[1401970749.0, 2.9751168, 51.2082771, 1.0], [1401971646.0, 2.9751413, 51.2082686, 3.0], [1401972540.0, 2.9751995, 51.2082604, 8.0]]",200.0
11,0.0,0.31597289594824607,0.2807014748409997,4.750009506171292,2.0,200.0,inf,inf,92.0616749084712,2014-06-05 13:34:05,2014-06-05 14:04:07,16,3.0,"[[1401975245.0, 2.9752318, 51.2090422, 3.0], [1401976140.0, 2.9752258, 51.2082155, 8.0], [1401977047.0, 2.9751166, 51.208441, 5.0]]",200.0
12,0.0,-1.0,-1.0,-1.0,1.0,200.0,inf,inf,92.0616749084712,2014-06-05 13:34:05,2014-06-05 14:19:23,17,4.0,"[[1401975245.0, 2.9752318, 51.2090422, 3.0], [1401976140.0, 2.9752258, 51.2082155, 8.0], [1401977047.0, 2.9751166, 51.208441, 5.0], [1401977963.0, 2.9752308, 51.2083757, 22.0]]",200.0
13,0.0,-1.0,-1.0,-1.0,1.0,200.0,inf,inf,26.9676967282048,2014-06-05 13:49:00,2014-06-05 14:34:39,18,4.0,"[[1401976140.0, 2.9752258, 51.2082155, 8.0], [1401977047.0, 2.9751166, 51.208441, 5.0], [1401977963.0, 2.9752308, 51.2083757, 22.0], [1401978879.0, 2.975083, 51.2082009, 8.0]]",200.0
14,0.0,-1.0,-1.0,-1.0,1.0,200.0,inf,inf,58.91722660889274,2014-06-05 14:19:23,2014-06-05 15:04:28,19,4.0,"[[1401977963.0, 2.9752308, 51.2083757, 22.0], [1401978879.0, 2.975083, 51.2082009, 8.0], [1401979771.0, 2.9754219, 51.2081421, 24.0], [1401980668.0, 2.9747414, 51.2084535, 19.0]]",200.0
15,0.0,-1.0,-1.0,-1.0,1.0,200.0,inf,inf,58.91722660889274,2014-06-05 14:34:39,2014-06-05 15:19:23,20,4.0,"[[1401978879.0, 2.975083, 51.2082009, 8.0], [1401979771.0, 2.9754219, 51.2081421, 24.0], [1401980668.0, 2.9747414, 51.2084535, 19.0], [1401981563.0, 2.9751057, 51.2084016, 30.0]]",200.0
16,0.0,-1.0,-1.0,-1.0,1.0,200.0,inf,inf,125.22643896957673,2014-06-05 14:49:31,2014-06-05 15:34:29,21,4.0,"[[1401979771.0, 2.9754219, 51.2081421, 24.0], [1401980668.0, 2.9747414, 51.2084535, 19.0], [1401981563.0, 2.9751057, 51.2084016, 30.0], [1401982469.0, 2.9751389, 51.2092331, 0.0]]",200.0
17,0.0,-1.0,-1.0,-1.0,1.0,200.0,inf,inf,119.47461720354057,2014-06-05 15:19:23,2014-06-05 16:05:32,22,4.0,"[[1401981563.0, 2.9751057, 51.2084016, 30.0], [1401982469.0, 2.9751389, 51.2092331, 0.0], [1401983397.0, 2.9747193, 51.2082054, -19.0], [1401984332.0, 2.9750267, 51.2082607, 16.0]]",200.0
18,0.0,-1.0,-1.0,-1.0,1.0,200.0,inf,inf,119.47461720354057,2014-06-05 15:34:29,2014-06-05 16:20:26,23,4.0,"[[1401982469.0, 2.9751389, 51.2092331, 0.0], [1401983397.0, 2.9747193, 51.2082054, -19.0], [1401984332.0, 2.9750267, 51.2082607, 16.0], [1401985226.0, 2.9750355, 51.2082378, 9.0]]",200.0
19,0.0,-1.0,-1.0,-1.0,1.0,200.0,inf,inf,41.48956708744783,2014-06-05 15:49:57,2014-06-05 16:35:23,24,4.0,"[[1401983397.0, 2.9747193, 51.2082054, -19.0], [1401984332.0, 2.9750267, 51.2082607, 16.0], [1401985226.0, 2.9750355, 51.2082378, 9.0], [1401986123.0, 2.9751718, 51.2082084, 6.0]]",200.0
20,0.0,-1.0,-1.0,-1.0,1.0,200.0,inf,inf,47.58837039231979,2014-06-05 16:20:26,2014-06-05 17:05:16,25,4.0,"[[1401985226.0, 2.9750355, 51.2082378, 9.0], [1401986123.0, 2.9751718, 51.2082084, 6.0], [1401987019.0, 2.9752472, 51.2086118, 21.0], [1401987916.0, 2.9751509, 51.2082636, 11.0]]",200.0
21,0.0,-1.0,-1.0,-1.0,1.0,200.0,inf,inf,47.58837039231979,2014-06-05 16:35:23,2014-06-05 17:20:12,26,4.0,"[[1401986123.0, 2.9751718, 51.2082084, 6.0], [1401987019.0, 2.9752472, 51.2086118, 21.0], [1401987916.0, 2.9751509, 51.2082636, 11.0], [1401988812.0, 2.9752273, 51.2082686, 30.0]]",200.0
22,0.0,-0.17167087092362932,0.6666666519781221,0.7758302988280122,2.0,200.0,inf,inf,40.547417198420916,2014-06-05 16:50:19,2014-06-05 17:20:12,27,3.0,"[[1401987019.0, 2.9752472, 51.2086118, 21.0], [1401987916.0, 2.9751509, 51.2082636, 11.0], [1401988812.0, 2.9752273, 51.2082686, 30.0]]",200.0
23,0.0,-1.0,-1.0,-1.0,1.0,200.0,inf,inf,243.42328925474825,2014-06-05 17:20:12,2014-06-05 18:04:58,28,4.0,"[[1401988812.0, 2.9752273, 51.2082686, 30.0], [1401989705.0, 2.974187, 51.2103515, 11.0], [1401990602.0, 2.9750438, 51.2089984, 7.0], [1401991498.0, 2.9749894, 51.2088721, 15.0]]",200.0
24,0.0,-1.0,-1.0,-1.0,1.0,200.0,inf,inf,185.6290191492529,2014-06-05 17:35:05,2014-06-05 18:19:55,29,4.0,"[[1401989705.0, 2.974187, 51.2103515, 11.0], [1401990602.0, 2.9750438, 51.2089984, 7.0], [1401991498.0, 2.9749894, 51.2088721, 15.0], [1401992395.0, 2.9749643, 51.2087548, 9.0]]",200.0
25,0.0,-0.07268306946057887,0.666666011272652,0.942309545873175,2.0,200.0,inf,inf,27.719681980898702,2014-06-05 17:50:02,2014-06-05 18:19:55,30,3.0,"[[1401990602.0, 2.9750438, 51.2089984, 7.0], [1401991498.0, 2.9749894, 51.2088721, 15.0], [1401992395.0, 2.9749643, 51.2087548, 9.0]]",200.0
26,0.0,0.4869047847834818,0.2028985355692564,10.173078443029926,2.0,200.0,inf,inf,9.439224025106123,2014-06-05 20:05:38,2014-06-05 20:35:38,36,3.0,"[[1401998738.0, 2.9752135, 51.2082707, 16.0], [1401999642.0, 2.9751578, 51.2082422, 8.0], [1402000538.0, 2.9751503, 51.208248, 10.0]]",200.0
27,0.0,-1.0,-1.0,-1.0,1.0,200.0,inf,inf,20.46985711522215,2014-06-05 20:20:42,2014-06-05 20:50:49,37,3.0,"[[1401999642.0, 2.9751578, 51.2082422, 8.0], [1402000538.0, 2.9751503, 51.208248, 10.0], [1402001449.0, 2.9752341, 51.2083466, 24.0]]",200.0
28,0.0,-1.0,-1.0,-1.0,1.0,200.0,inf,inf,22.23428425236242,2014-06-05 20:35:38,2014-06-05 21:20:42,38,3.0,"[[1402000538.0, 2.9751503, 51.208248, 10.0], [1402001449.0, 2.9752341, 51.2083466, 24.0], [1402003242.0, 2.975184, 51.2082476, 5.0]]",200.0
29,0.0,-1.0,-1.0,-1.0,1.0,200.0,inf,inf,274.2465947919368,2014-06-06 02:20:38,2014-06-06 03:05:27,55,3.0,"[[1402021238.0, 2.9751458, 51.2082407, 12.0], [1402023030.0, 2.9758133, 51.2106712, 15.0], [1402023927.0, 2.975192, 51.2090704, 11.0]]",200.0
30,0.0,-1.0,-1.0,-1.0,1.0,200.0,inf,inf,268.0789549141787,2014-06-06 02:50:30,2014-06-06 03:20:22,56,3.0,"[[1402023030.0, 2.9758133, 51.2106712, 15.0], [1402023927.0, 2.975192, 51.2090704, 11.0], [1402024822.0, 2.9751397, 51.2082978, 11.0]]",200.0
31,0.0,-1.0,-1.0,-1.0,1.0,200.0,inf,inf,268.0789549141787,2014-06-06 02:50:30,2014-06-06 03:35:19,57,4.0,"[[1402023030.0, 2.9758133, 51.2106712, 15.0], [1402023927.0, 2.975192, 51.2090704, 11.0], [1402024822.0, 2.9751397, 51.2082978, 11.0], [1402025719.0, 2.9752129, 51.2083202, 18.0]]",200.0
32,0.0,-1.0,-1.0,-1.0,1.0,200.0,inf,inf,13.600268853171816,2014-06-06 03:20:22,2014-06-06 04:05:42,58,4.0,"[[1402024822.0, 2.9751397, 51.2082978, 11.0], [1402025719.0, 2.9752129, 51.2083202, 18.0], [1402026638.0, 2.9752022, 51.2082391, 11.0], [1402027542.0, 2.9751233, 51.2082592, 8.0]]",200.0
33,0.0,-1.0,-1.0,-1.0,1.0,200.0,inf,inf,13.600268853171816,2014-06-06 03:35:19,2014-06-06 04:20:38,59,4.0,"[[1402025719.0, 2.9752129, 51.2083202, 18.0], [1402026638.0, 2.9752022, 51.2082391, 11.0], [1402027542.0, 2.9751233, 51.2082592, 8.0], [1402028438.0, 2.975143, 51.208246, 11.0]]",200.0
34,0.0,-1.0,-1.0,-1.0,1.0,200.0,inf,inf,6.648726577640281,2014-06-06 03:50:38,2014-06-06 04:35:33,60,4.0,"[[1402026638.0, 2.9752022, 51.2082391, 11.0], [1402027542.0, 2.9751233, 51.2082592, 8.0], [1402028438.0, 2.975143, 51.208246, 11.0], [1402029333.0, 2.9751561, 51.2082369, 8.0]]",200.0
35,0.0,-1.0,-1.0,-1.0,1.0,200.0,inf,inf,8.197544285324156,2014-06-06 04:20:38,2014-06-06 05:05:42,61,4.0,"[[1402028438.0, 2.975143, 51.208246, 11.0], [1402029333.0, 2.9751561, 51.2082369, 8.0], [1402030245.0, 2.9751604, 51.2082335, 6.0], [1402031142.0, 2.9751532, 51.2082716, 13.0]]",200.0
36,0.0,-1.0,-1.0,-1.0,1.0,200.0,inf,inf,37.88694211440207,2014-06-06 04:35:33,2014-06-06 05:20:36,62,4.0,"[[1402029333.0, 2.9751561, 51.2082369, 8.0], [1402030245.0, 2.9751604, 51.2082335, 6.0], [1402031142.0, 2.9751532, 51.2082716, 13.0], [1402032036.0, 2.9749024, 51.2079694, 14.0]]",200.0
37,0.0,-1.0,-1.0,-1.0,1.0,200.0,inf,inf,37.88694211440207,2014-06-06 04:50:45,2014-06-06 05:35:33,63,4.0,"[[1402030245.0, 2.9751604, 51.2082335, 6.0], [1402031142.0, 2.9751532, 51.2082716, 13.0], [1402032036.0, 2.9749024, 51.2079694, 14.0], [1402032933.0, 2.9751333, 51.2082531, 3.0]]",200.0
38,0.0,-1.0,-1.0,-1.0,1.0,200.0,inf,inf,38.89307249746913,2014-06-06 05:20:36,2014-06-06 06:05:56,64,4.0,"[[1402032036.0, 2.9749024, 51.2079694, 14.0], [1402032933.0, 2.9751333, 51.2082531, 3.0], [1402033829.0, 2.9751924, 51.2081969, 2.0], [1402034756.0, 2.9751634, 51.2082786, 14.0]]",200.0
39,0.0,-1.0,-1.0,-1.0,1.0,200.0,inf,inf,15.185904752074206,2014-06-06 05:35:33,2014-06-06 06:20:53,65,4.0,"[[1402032933.0, 2.9751333, 51.2082531, 3.0], [1402033829.0, 2.9751924, 51.2081969, 2.0], [1402034756.0, 2.9751634, 51.2082786, 14.0], [1402035653.0, 2.9751618, 51.2082316, 8.0]]",200.0
40,0.0,-1.0,-1.0,-1.0,1.0,200.0,inf,inf,15.185904752074206,2014-06-06 05:50:29,2014-06-06 06:35:49,66,4.0,"[[1402033829.0, 2.9751924, 51.2081969, 2.0], [1402034756.0, 2.9751634, 51.2082786, 14.0], [1402035653.0, 2.9751618, 51.2082316, 8.0], [1402036549.0, 2.975142, 51.2082778, 7.0]]",200.0
41,0.0,-1.0,-1.0,-1.0,1.0,200.0,inf,inf,7.061974120575889,2014-06-06 06:20:53,2014-06-06 07:05:41,67,4.0,"[[1402035653.0, 2.9751618, 51.2082316, 8.0], [1402036549.0, 2.975142, 51.2082778, 7.0], [1402037445.0, 2.9751173, 51.2082278, 11.0], [1402038341.0, 2.9751417, 51.2082434, 10.0]]",200.0
42,0.0,-1.0,-1.0,-1.0,1.0,200.0,inf,inf,182.35203054769303,2014-06-06 06:35:49,2014-06-06 07:20:36,68,4.0,"[[1402036549.0, 2.975142, 51.2082778, 7.0], [1402037445.0, 2.9751173, 51.2082278, 11.0], [1402038341.0, 2.9751417, 51.2082434, 10.0], [1402039236.0, 2.9763502, 51.209674, 15.0]]",200.0
43,0.0,-1.0,-1.0,-1.0,1.0,200.0,inf,inf,182.35203054769303,2014-06-06 06:50:45,2014-06-06 07:35:32,69,4.0,"[[1402037445.0, 2.9751173, 51.2082278, 11.0], [1402038341.0, 2.9751417, 51.2082434, 10.0], [1402039236.0, 2.9763502, 51.209674, 15.0], [1402040132.0, 2.9752909, 51.2092494, 5.0]]",200.0
44,0.0,-1.0,-1.0,-1.0,1.0,200.0,inf,inf,114.39601450794453,2014-06-06 07:20:36,2014-06-06 08:05:24,70,4.0,"[[1402039236.0, 2.9763502, 51.209674, 15.0], [1402040132.0, 2.9752909, 51.2092494, 5.0], [1402041028.0, 2.9751408, 51.2090457, 3.0], [1402041924.0, 2.9750333, 51.2090836, -4.0]]",200.0
45,0.0,-1.0,-1.0,-1.0,1.0,200.0,inf,inf,110.73725045837261,2014-06-06 07:35:32,2014-06-06 08:20:32,71,4.0,"[[1402040132.0, 2.9752909, 51.2092494, 5.0], [1402041028.0, 2.9751408, 51.2090457, 3.0], [1402041924.0, 2.9750333, 51.2090836, -4.0], [1402042832.0, 2.9749743, 51.2082755, 12.0]]",200.0
46,0.0,-1.0,-1.0,-1.0,1.0,200.0,inf,inf,91.36249116605751,2014-06-06 07:50:28,2014-06-06 08:35:47,72,4.0,"[[1402041028.0, 2.9751408, 51.2090457, 3.0], [1402041924.0, 2.9750333, 51.2090836, -4.0], [1402042832.0, 2.9749743, 51.2082755, 12.0], [1402043747.0, 2.9747566, 51.2083721, -7.0]]",200.0
47,0.0,-1.0,-1.0,-1.0,1.0,200.0,inf,inf,34.024998070464,2014-06-06 08:20:32,2014-06-06 09:06:12,73,4.0,"[[1402042832.0, 2.9749743, 51.2082755, 12.0], [1402043747.0, 2.9747566, 51.2083721, -7.0], [1402044669.0, 2.9751481, 51.2082485, 8.0], [1402045572.0, 2.97483, 51.2084326, 0.0]]",200.0
48,0.0,-1.0,-1.0,-1.0,1.0,200.0,inf,inf,34.024998070464,2014-06-06 08:35:47,2014-06-06 09:21:10,74,4.0,"[[1402043747.0, 2.9747566, 51.2083721, -7.0], [1402044669.0, 2.9751481, 51.2082485, 8.0], [1402045572.0, 2.97483, 51.2084326, 0.0], [1402046470.0, 2.9750665, 51.2083254, 7.0]]",200.0
49,0.0,-1.0,-1.0,-1.0,1.0,200.0,inf,inf,31.210761957537784,2014-06-06 08:51:09,2014-06-06 09:36:05,75,4.0,"[[1402044669.0, 2.9751481, 51.2082485, 8.0], [1402045572.0, 2.97483, 51.2084326, 0.0], [1402046470.0, 2.9750665, 51.2083254, 7.0], [1402047365.0, 2.9751771, 51.2082646, -2.0]]",200.0
50,0.0,-1.0,-1.0,-1.0,1.0,200.0,inf,inf,100.81483545195829,2014-06-06 09:21:10,2014-06-06 10:06:38,76,4.0,"[[1402046470.0, 2.9750665, 51.2083254, 7.0], [1402047365.0, 2.9751771, 51.2082646, -2.0], [1402048275.0, 2.9754658, 51.2091453, 11.0], [1402049198.0, 2.9752036, 51.208514, 13.0]]",200.0
